candidate	family	domains	accessKeyCount	totalCount	readCount	writeCount	fileCount	sampleAccessKeys	sampleFiles
ABLNAME:15	ABLNAME	catalog	1	2	2	0	2	ABLNAME:15	original-game/ERB/システム関係/SELL_CHARA.ERB:284 | original-game/ERB/能力上昇関係/ABLUP15.ERB:69
ABLNAME:37	ABLNAME	catalog	1	2	2	0	2	ABLNAME:37	original-game/ERB/システム関係/SELL_CHARA.ERB:296 | original-game/ERB/能力上昇関係/ABLUP37.ERB:82
ABLNAME:39	ABLNAME	catalog	1	2	2	0	2	ABLNAME:39	original-game/ERB/システム関係/SELL_CHARA.ERB:294 | original-game/ERB/能力上昇関係/ABLUP39.ERB:74
CFLAG:138	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	2	CFLAG:MASTER:138	original-game/ERB/訪問関係/MIYAKO_LABO.ERB:72 | original-game/ERB/訪問関係/MIYAKO_LABO2.ERB:44
CFLAG:151	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:151	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:507
CFLAG:153	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:153	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:508
CFLAG:154	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:154	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:516
CFLAG:156	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:156	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:527
CFLAG:157	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:157	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:530
CFLAG:158	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:MASTER:158	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:501 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:532
CFLAG:166	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:166	original-game/ERB/システム関係/初体験/LOSTVIRGIN_DETAIL.ERB:42 | original-game/ERB/システム関係/初体験/LOSTVIRGIN_DETAIL.ERB:141
CFLAG:26	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:26	original-game/ERB/指導関係/COMF24.ERB:47 | original-game/ERB/指導関係/COMF24.ERB:64
CFLAG:5	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:5	original-game/ERB/指導関係/COMF54.ERB:138 | original-game/ERB/指導関係/COMF54.ERB:141
CFLAG:604	CFLAG	people|body|feature-state|world|missingMapping	1	2	2	0	1	CFLAG:604	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:716 | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:716
CFLAG:624	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:624	original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB:1043 | original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB:1045
CFLAG:628	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:628	original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB:1048 | original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB:1050
CFLAG:642	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	2	CFLAG:642	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:703 | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB:1118
CFLAG:664	CFLAG	people|body|feature-state|world|missingMapping	1	2	2	0	1	CFLAG:MASTER:664	original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB:422 | original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB:437
CFLAG:670	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	2	CFLAG:MASTER:670	original-game/ERB/イベント関係/BLACKGIRL.ERB:240 | original-game/ERB/指導関係/COMF_VAGINASEX.ERB:794
CFLAG:672	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:COUNT:672	original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB:156 | original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB:213
CFLAG:703	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	2	CFLAG:MASTER:703	original-game/ERB/訪問関係/RACHEL_LABO.ERB:28 | original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB:631
CFLAG:71	CFLAG	people|body|feature-state|world|missingMapping	2	2	1	1	2	CFLAG:71, CFLAG:T:71	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:571 | original-game/ERB/訪問関係/SHOP_LABO.ERB:1030
CFLAG:826	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:826	original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB:42 | original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB:140
CFLAG:836	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:836	original-game/ERB/システム関係/初体験/LOSTANALVIRGIN_DETAIL.ERB:42 | original-game/ERB/システム関係/初体験/LOSTANALVIRGIN_DETAIL.ERB:143
CFLAG:850	CFLAG	people|body|feature-state|world|missingMapping	1	2	1	1	1	CFLAG:COUNT:850	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:591 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:593
CFLAG:900	CFLAG	people|body|feature-state|world|missingMapping	1	2	2	0	1	CFLAG:RESULT:900	original-game/ERB/実績関係/ACHIEVEMENT_5_VIRGINMANIA.ERB:63 | original-game/ERB/実績関係/ACHIEVEMENT_5_VIRGINMANIA.ERB:88
CSTR:90	CSTR	text|people|body|missingMapping	1	2	2	0	1	CSTR:90	original-game/ERB/システム関係/SHOP_MAIN.ERB:688 | original-game/ERB/システム関係/SHOP_MAIN.ERB:689
DAY:0	DAY	run	1	2	2	0	2	DAY:0	original-game/ERB/イベント関係/ENDING.ERB:38 | original-game/ERB/システム関係/SHOP_SLAVE4.ERB:9
EX:10	EX	people|body|missingMapping	1	2	1	1	2	EX:10	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1029 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:359
EXP:102	EXP	people|body|missingMapping	1	2	0	2	1	EXP:102	original-game/ERB/指導関係/COMF59.ERB:155 | original-game/ERB/指導関係/COMF59.ERB:316
EXP:105	EXP	people|body|missingMapping	1	2	1	1	1	EXP:C_NUM:105	original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB:198 | original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB:228
EXP:112	EXP	people|body|missingMapping	1	2	1	1	1	EXP:112	original-game/ERB/システム関係/GENITAL_SLANG.ERB:13 | original-game/ERB/システム関係/GENITAL_SLANG.ERB:203
EXP:130	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:130	original-game/ERB/システム関係/アルバイト関係/ARBEIT_01_KANON.ERB:55 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_01_KANON.ERB:62
EXP:131	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:131	original-game/ERB/システム関係/アルバイト関係/ARBEIT_02_SAORI.ERB:53 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_02_SAORI.ERB:59
EXP:132	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:132	original-game/ERB/システム関係/アルバイト関係/ARBEIT_03_YUKAKO.ERB:51 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_03_YUKAKO.ERB:57
EXP:133	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:133	original-game/ERB/システム関係/アルバイト関係/ARBEIT_04_HARUNO.ERB:52 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_04_HARUNO.ERB:59
EXP:134	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:134	original-game/ERB/システム関係/アルバイト関係/ARBEIT_05_ELENA.ERB:50 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_05_ELENA.ERB:57
EXP:135	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:135	original-game/ERB/システム関係/アルバイト関係/ARBEIT_06_AYESHA.ERB:50 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_06_AYESHA.ERB:56
EXP:136	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:136	original-game/ERB/システム関係/アルバイト関係/ARBEIT_07_OTOHA.ERB:53 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_07_OTOHA.ERB:61
EXP:137	EXP	people|body|missingMapping	1	2	1	1	1	EXP:ARG:137	original-game/ERB/システム関係/アルバイト関係/ARBEIT_08_MARI.ERB:54 | original-game/ERB/システム関係/アルバイト関係/ARBEIT_08_MARI.ERB:61
EXP:8	EXP	people|body|missingMapping	1	2	1	1	1	EXP:8	original-game/ERB/システム関係/SEIIN.ERB:82 | original-game/ERB/システム関係/SEIIN.ERB:104
EXP:80	EXP	people|body|missingMapping	2	2	1	1	2	EXP:80, EXP:COUNT:80	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1165 | original-game/ERB/イベント関係/職業素質系/C_CLUB.ERB:87
EXP:92	EXP	people|body|missingMapping	2	2	1	1	2	EXP:92, EXP:COUNT:92	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1106 | original-game/ERB/イベント関係/BLACKGIRL.ERB:466
EXPLV:0	EXPLV	catalog	1	2	2	0	2	EXPLV:0	original-game/ERB/指導関係/COMF16.ERB:170 | original-game/ERB/指導関係/COMF22.ERB:297
EXPNAME:54	EXPNAME	catalog	1	2	2	0	2	EXPNAME:54	original-game/ERB/能力上昇関係/ABLUP39.ERB:55 | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB:1209
EXPNAME:71	EXPNAME	catalog	1	2	2	0	2	EXPNAME:71	original-game/ERB/指導関係/COMF56.ERB:177 | original-game/ERB/能力上昇関係/ABLUP71.ERB:45
EXPNAME:72	EXPNAME	catalog	1	2	2	0	2	EXPNAME:72	original-game/ERB/指導関係/COMF56.ERB:182 | original-game/ERB/能力上昇関係/ABLUP72.ERB:43
EXPNAME:73	EXPNAME	catalog	1	2	2	0	2	EXPNAME:73	original-game/ERB/指導関係/COMF56.ERB:172 | original-game/ERB/能力上昇関係/ABLUP15.ERB:48
EXPNAME:74	EXPNAME	catalog	1	2	2	0	2	EXPNAME:74	original-game/ERB/能力上昇関係/ABLUP15.ERB:49 | original-game/ERB/能力上昇関係/ABLUP37.ERB:62
FLAG:120	FLAG	world|missingMapping	1	2	1	1	2	FLAG:120	original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:11 | original-game/ERB/訪問関係/MIYAKO_LABO.ERB:24
FLAG:200	FLAG	world|missingMapping	1	2	0	2	2	FLAG:200	original-game/ERB/システム関係/SYSTEM_GAMESTART.ERB:38 | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB:229
FLAG:31	FLAG	world|missingMapping	1	2	1	1	1	FLAG:31	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:84 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:89
FLAG:32	FLAG	world|missingMapping	1	2	1	1	1	FLAG:32	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB:854 | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB:855
FLAG:47	FLAG	world|missingMapping	1	2	1	1	1	FLAG:47	original-game/ERB/娼館関係/WORK_RECEPTION.ERB:382 | original-game/ERB/娼館関係/WORK_RECEPTION.ERB:391
FLAG:548	FLAG	world|missingMapping	1	2	1	1	1	FLAG:548	original-game/ERB/実績関係/ACHIEVEMENT_12_CHURCH.ERB:33 | original-game/ERB/実績関係/ACHIEVEMENT_12_CHURCH.ERB:61
FLAG:552	FLAG	world|missingMapping	1	2	1	1	1	FLAG:552	original-game/ERB/実績関係/ACHIEVEMENT_14_BIG3.ERB:31 | original-game/ERB/実績関係/ACHIEVEMENT_14_BIG3.ERB:43
FLAG:558	FLAG	world|missingMapping	1	2	1	1	1	FLAG:558	original-game/ERB/実績関係/ACHIEVEMENT_2_OLDERSISTER.ERB:32 | original-game/ERB/実績関係/ACHIEVEMENT_2_OLDERSISTER.ERB:73
FLAG:559	FLAG	world|missingMapping	1	2	1	1	1	FLAG:559	original-game/ERB/実績関係/ACHIEVEMENT_4_TOLOVERU.ERB:31 | original-game/ERB/実績関係/ACHIEVEMENT_4_TOLOVERU.ERB:69
FLAG:561	FLAG	world|missingMapping	1	2	1	1	1	FLAG:561	original-game/ERB/実績関係/ACHIEVEMENT_15_HAERETICUS.ERB:32 | original-game/ERB/実績関係/ACHIEVEMENT_15_HAERETICUS.ERB:35
FLAG:562	FLAG	world|missingMapping	1	2	1	1	1	FLAG:562	original-game/ERB/実績関係/ACHIEVEMENT_16_MIYAMA.ERB:32 | original-game/ERB/実績関係/ACHIEVEMENT_16_MIYAMA.ERB:35
FLAG:568	FLAG	world|missingMapping	1	2	1	1	2	FLAG:568	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:342 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CALL.ERB:13
FLAG:569	FLAG	world|missingMapping	1	2	1	1	2	FLAG:569	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:392 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CALL.ERB:9
FLAG:90	FLAG	world|missingMapping	1	2	1	1	1	FLAG:90	original-game/ERB/システム関係/SHOP_SLAVE2.ERB:44 | original-game/ERB/システム関係/SHOP_SLAVE2.ERB:45
GLOBAL:306	GLOBAL	world	1	2	0	2	1	GLOBAL:306	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:317 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:449
GLOBAL:307	GLOBAL	world	1	2	0	2	1	GLOBAL:307	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:367 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:450
GLOBAL:308	GLOBAL	world	1	2	0	2	1	GLOBAL:308	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:417 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:451
GLOBAL:51	GLOBAL	world	1	2	1	1	2	GLOBAL:51	original-game/ERB/イベント関係/EVENT_TURNEND.ERB:45 | original-game/ERB/実績関係/ACHIEVEMENT_8_BLACKKANADE.ERB:32
GLOBAL:52	GLOBAL	world	1	2	2	0	2	GLOBAL:52	original-game/ERB/実績関係/ACHIEVEMENT_16_MIYAMA.ERB:32 | original-game/ERB/実績関係/ACHIEVEMENT_8_BLACKKANADE.ERB:43
GLOBAL:60	GLOBAL	world	1	2	2	0	1	GLOBAL:60	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:43 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:256
GOTJUEL:100	GOTJUEL	body|feature-session	1	2	1	1	1	GOTJUEL:100	original-game/ERB/指導関係/TRAIN_MAIN.ERB:352 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:371
ITEM:11	ITEM	inventory	1	2	2	0	2	ITEM:11	original-game/ERB/指導関係/COMABLE.ERB:2058 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:71
ITEM:12	ITEM	inventory	1	2	2	0	1	ITEM:12	original-game/ERB/指導関係/COMABLE.ERB:758 | original-game/ERB/指導関係/COMABLE.ERB:1967
ITEM:15	ITEM	inventory	1	2	2	0	2	ITEM:15	original-game/ERB/指導関係/COMABLE.ERB:2200 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:74
ITEM:18	ITEM	inventory	1	2	2	0	1	ITEM:18	original-game/ERB/指導関係/COMABLE.ERB:2404 | original-game/ERB/指導関係/COMABLE.ERB:4928
ITEM:19	ITEM	inventory	1	2	2	0	2	ITEM:19	original-game/ERB/娼館関係/WORK_RESULT.ERB:248 | original-game/ERB/指導関係/COMABLE.ERB:2549
ITEM:21	ITEM	inventory	1	2	2	0	2	ITEM:21	original-game/ERB/指導関係/COMABLE.ERB:2317 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:77
ITEM:5	ITEM	inventory	1	2	2	0	2	ITEM:5	original-game/ERB/指導関係/COMABLE.ERB:2098 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:62
ITEM:60	ITEM	inventory	1	2	1	1	2	ITEM:60	original-game/ERB/システム関係/衣服/COSPLAY.ERB:73 | original-game/ERB/ミッション関係/キャラ/MISSION_6_HARUMI.ERB:140
ITEM:9	ITEM	inventory	1	2	2	0	2	ITEM:9	original-game/ERB/指導関係/COMABLE.ERB:2155 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:65
ITEMSALES:17	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:17	original-game/ERB/システム関係/SHOP_ITEM.ERB:183 | original-game/ERB/システム関係/SHOP_ITEM.ERB:186
ITEMSALES:20	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:20	original-game/ERB/システム関係/SHOP_ITEM.ERB:184 | original-game/ERB/システム関係/SHOP_ITEM.ERB:187
ITEMSALES:21	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:21	original-game/ERB/システム関係/SHOP_ITEM.ERB:155 | original-game/ERB/システム関係/SHOP_ITEM.ERB:158
ITEMSALES:23	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:23	original-game/ERB/システム関係/SHOP_ITEM.ERB:156 | original-game/ERB/システム関係/SHOP_ITEM.ERB:159
ITEMSALES:24	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:24	original-game/ERB/システム関係/SHOP_ITEM.ERB:197 | original-game/ERB/システム関係/SHOP_ITEM.ERB:258
ITEMSALES:25	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:25	original-game/ERB/システム関係/SHOP_ITEM.ERB:198 | original-game/ERB/システム関係/SHOP_ITEM.ERB:260
ITEMSALES:29	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:29	original-game/ERB/システム関係/SHOP_ITEM.ERB:199 | original-game/ERB/システム関係/SHOP_ITEM.ERB:268
ITEMSALES:30	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:30	original-game/ERB/システム関係/SHOP_ITEM.ERB:164 | original-game/ERB/システム関係/SHOP_ITEM.ERB:178
ITEMSALES:34	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:34	original-game/ERB/システム関係/SHOP_ITEM.ERB:200 | original-game/ERB/システム関係/SHOP_ITEM.ERB:270
ITEMSALES:37	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:37	original-game/ERB/システム関係/SHOP_ITEM.ERB:273 | original-game/ERB/システム関係/SHOP_ITEM.ERB:275
ITEMSALES:39	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:39	original-game/ERB/システム関係/SHOP_ITEM.ERB:287 | original-game/ERB/システム関係/SHOP_ITEM.ERB:289
ITEMSALES:40	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:40	original-game/ERB/システム関係/SHOP_ITEM.ERB:207 | original-game/ERB/システム関係/SHOP_ITEM.ERB:226
ITEMSALES:41	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:41	original-game/ERB/システム関係/SHOP_ITEM.ERB:208 | original-game/ERB/システム関係/SHOP_ITEM.ERB:228
ITEMSALES:42	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:42	original-game/ERB/システム関係/SHOP_ITEM.ERB:292 | original-game/ERB/システム関係/SHOP_ITEM.ERB:294
ITEMSALES:43	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:43	original-game/ERB/システム関係/SHOP_ITEM.ERB:209 | original-game/ERB/システム関係/SHOP_ITEM.ERB:229
ITEMSALES:52	ITEMSALES	inventory|feature-state	1	2	0	2	1	ITEMSALES:52	original-game/ERB/システム関係/SHOP_ITEM.ERB:297 | original-game/ERB/システム関係/SHOP_ITEM.ERB:300
NO:0	NO	people	1	2	2	0	1	NO:0	original-game/ERB/システム関係/SYSTEM_GAMESTART.ERB:75 | original-game/ERB/システム関係/SYSTEM_GAMESTART.ERB:93
NOWEX:4	NOWEX	feature-session	1	2	0	2	1	NOWEX:4	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:927 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:975
NOWEX:5	NOWEX	feature-session	1	2	0	2	1	NOWEX:5	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:763 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:811
PALAM:11	PALAM	body|feature-session	1	2	0	2	1	PALAM:TARGET:11	original-game/ERB/システム関係/CHEAT.ERB:966 | original-game/ERB/システム関係/CHEAT.ERB:975
PALAM:6	PALAM	body|feature-session	1	2	0	2	1	PALAM:TARGET:6	original-game/ERB/システム関係/CHEAT.ERB:950 | original-game/ERB/システム関係/CHEAT.ERB:962
PALAM:7	PALAM	body|feature-session	1	2	0	2	1	PALAM:TARGET:7	original-game/ERB/システム関係/CHEAT.ERB:951 | original-game/ERB/システム関係/CHEAT.ERB:963
PALAMLV:6	PALAMLV	catalog	1	2	2	0	1	PALAMLV:6	original-game/ERB/指導関係/TRAIN_MAIN.ERB:321 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:582
PALAMLV:7	PALAMLV	catalog	1	2	2	0	1	PALAMLV:7	original-game/ERB/指導関係/TRAIN_MAIN.ERB:323 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:584
PALAMLV:8	PALAMLV	catalog	1	2	2	0	1	PALAMLV:8	original-game/ERB/指導関係/TRAIN_MAIN.ERB:325 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:586
PALAMLV:9	PALAMLV	catalog	1	2	2	0	1	PALAMLV:9	original-game/ERB/指導関係/TRAIN_MAIN.ERB:327 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:588
PALAMNAME:14	PALAMNAME	catalog	1	2	2	0	2	PALAMNAME:14	original-game/ERB/能力上昇関係/ABLUP1.ERB:32 | original-game/ERB/能力上昇関係/ABLUP39.ERB:42
PBAND:12	PBAND	world|missingMapping	1	2	2	0	1	PBAND:12	original-game/ERB/ミッション関係/キャラ/MISSION_12_HIKARU.ERB:32 | original-game/ERB/ミッション関係/キャラ/MISSION_12_HIKARU.ERB:36
PBAND:130	PBAND	world|missingMapping	1	2	0	2	2	PBAND:130	original-game/ERB/クリアボーナス関係/CLEARBONUS_CALL.ERB:37 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:55
PBAND:14	PBAND	world|missingMapping	1	2	2	0	1	PBAND:14	original-game/ERB/訪問関係/ELLEN_MISSION.ERB:35 | original-game/ERB/訪問関係/ELLEN_MISSION.ERB:49
PBAND:305	PBAND	world|missingMapping	1	2	2	0	1	PBAND:305	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:86 | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:170
PBAND:56	PBAND	world|missingMapping	1	2	2	0	1	PBAND:56	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:1055 | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:1191
PBAND:69	PBAND	world|missingMapping	1	2	2	0	1	PBAND:69	original-game/ERB/システム関係/ACTRESS_INFO.ERB:422 | original-game/ERB/システム関係/ACTRESS_INFO.ERB:443
PBAND:83	PBAND	world|missingMapping	1	2	2	0	1	PBAND:83	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:1051 | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:1181
TALENT:120	TALENT	people|body|missingMapping	1	2	2	0	1	TALENT:MASTER:120	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:225 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:225
TALENT:212	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:212	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1029 | original-game/ERB/ＡＶ撮影関係/AV_POINTCALC.ERB:88
TALENT:223	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:TARGET:223	original-game/ERB/システム関係/SHOP_MAIN.ERB:673 | original-game/ERB/システム関係/未使用/JOBNAME.ERB:10
TALENT:311	TALENT	people|body|missingMapping	2	2	2	0	2	TALENT:311, TALENT:COUNT:311	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:119 | original-game/ERB/システム関係/SELL_CHARA.ERB:236
TALENT:313	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:313	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:22 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:88
TALENT:319	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:319	original-game/ERB/能力上昇関係/ABLUP10.ERB:306 | original-game/ERB/能力上昇関係/ABLUP16.ERB:471
TALENT:323	TALENT	people|body|missingMapping	1	2	2	0	1	TALENT:323	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:35 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:41
TALENT:398	TALENT	people|body|missingMapping	1	2	1	1	1	TALENT:MASTER:398	original-game/ERB/娼館関係/WORK_RECEPTION.ERB:382 | original-game/ERB/娼館関係/WORK_RECEPTION.ERB:390
TALENT:428	TALENT	people|body|missingMapping	2	2	2	0	2	TALENT:ARG:428, TALENT:C_NUM:428	original-game/ERB/システム関係/アルバイト関係/ARBEIT_04_HARUNO.ERB:46 | original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB:92
TALENT:434	TALENT	people|body|missingMapping	2	2	0	2	2	TALENT:434, TALENT:LOCAL:434	original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:79 | original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB:165
TALENT:508	TALENT	people|body|missingMapping	2	2	2	0	2	TALENT:508, TALENT:TARGET:508	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:267 | original-game/ERB/システム関係/未使用/JOBNAME.ERB:291
TALENT:530	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:530	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1113 | original-game/ERB/ＡＶ撮影関係/AV_POINTCALC.ERB:172
TALENT:531	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:531	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1117 | original-game/ERB/ＡＶ撮影関係/AV_POINTCALC.ERB:176
TALENT:532	TALENT	people|body|missingMapping	1	2	2	0	2	TALENT:532	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:909 | original-game/ERB/システム関係/SHOP_MAIN.ERB:566
