key	family	domain	numericSlotCandidate	totalCount	readCount	writeCount	fileCount	topFiles
TALENT:f_actor:121	TALENT	people|body|missingMapping	TALENT:121	2	2	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2)
TALENT:s_actor:121	TALENT	people|body|missingMapping	TALENT:121	2	2	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2)
TALENTNAME:101	TALENTNAME	catalog	TALENTNAME:101	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:102	TALENTNAME	catalog	TALENTNAME:102	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:103	TALENTNAME	catalog	TALENTNAME:103	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:104	TALENTNAME	catalog	TALENTNAME:104	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:105	TALENTNAME	catalog	TALENTNAME:105	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:106	TALENTNAME	catalog	TALENTNAME:106	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:107	TALENTNAME	catalog	TALENTNAME:107	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:108	TALENTNAME	catalog	TALENTNAME:108	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:111	TALENTNAME	catalog	TALENTNAME:111	2	2	0	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
TALENTNAME:112	TALENTNAME	catalog	TALENTNAME:112	2	2	0	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
TALENTNAME:115	TALENTNAME	catalog	TALENTNAME:115	2	2	0	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2)
TALENTNAME:116	TALENTNAME	catalog	TALENTNAME:116	2	2	0	2	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
TALENTNAME:123	TALENTNAME	catalog	TALENTNAME:123	2	2	0	1	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (2)
TALENTNAME:124	TALENTNAME	catalog	TALENTNAME:124	2	2	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (2)
TALENTNAME:125	TALENTNAME	catalog	TALENTNAME:125	2	2	0	2	original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
TALENTNAME:128	TALENTNAME	catalog	TALENTNAME:128	2	2	0	2	original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
TALENTNAME:136	TALENTNAME	catalog	TALENTNAME:136	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:137	TALENTNAME	catalog	TALENTNAME:137	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:163	TALENTNAME	catalog	TALENTNAME:163	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:182	TALENTNAME	catalog	TALENTNAME:182	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:183	TALENTNAME	catalog	TALENTNAME:183	2	2	0	2	original-game/ERB/システム関係/ORIGINAL.ERB (1) | original-game/ERB/娼館関係/WORK_RESULT.ERB (1)
TALENTNAME:22	TALENTNAME	catalog	TALENTNAME:22	2	2	0	2	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (1) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1)
TALENTNAME:230	TALENTNAME	catalog	TALENTNAME:230	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:231	TALENTNAME	catalog	TALENTNAME:231	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:232	TALENTNAME	catalog	TALENTNAME:232	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:233	TALENTNAME	catalog	TALENTNAME:233	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:26	TALENTNAME	catalog	TALENTNAME:26	2	2	0	2	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (1) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1)
TALENTNAME:271	TALENTNAME	catalog	TALENTNAME:271	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:272	TALENTNAME	catalog	TALENTNAME:272	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:37	TALENTNAME	catalog	TALENTNAME:37	2	2	0	2	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1) | original-game/ERB/指導関係/COMORDER.ERB (1)
TALENTNAME:400	TALENTNAME	catalog	TALENTNAME:400	2	2	0	1	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (2)
TALENTNAME:401	TALENTNAME	catalog	TALENTNAME:401	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:419	TALENTNAME	catalog	TALENTNAME:419	2	2	0	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
TALENTNAME:42	TALENTNAME	catalog	TALENTNAME:42	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:420	TALENTNAME	catalog	TALENTNAME:420	2	2	0	1	original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB (2)
TALENTNAME:423	TALENTNAME	catalog	TALENTNAME:423	2	2	0	1	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (2)
TALENTNAME:43	TALENTNAME	catalog	TALENTNAME:43	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:434	TALENTNAME	catalog	TALENTNAME:434	2	2	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB (2)
TALENTNAME:440	TALENTNAME	catalog	TALENTNAME:440	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:452	TALENTNAME	catalog	TALENTNAME:452	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:46	TALENTNAME	catalog	TALENTNAME:46	2	2	0	1	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (2)
TALENTNAME:47	TALENTNAME	catalog	TALENTNAME:47	2	2	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENTNAME:500	TALENTNAME	catalog	TALENTNAME:500	2	2	0	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
TALENTNAME:511	TALENTNAME	catalog	TALENTNAME:511	2	2	0	1	original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (2)
TALENTNAME:520	TALENTNAME	catalog	TALENTNAME:520	2	2	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB (2)
TALENTNAME:57	TALENTNAME	catalog	TALENTNAME:57	2	2	0	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2)
TALENTNAME:80	TALENTNAME	catalog	TALENTNAME:80	2	2	0	2	original-game/ERB/指導関係/COMF37.ERB (1) | original-game/ERB/指導関係/COMF38.ERB (1)
TALENTNAME:91	TALENTNAME	catalog	TALENTNAME:91	2	2	0	2	original-game/ERB/システム関係/SHOP_ITEM.ERB (1) | original-game/ERB/指導関係/COMORDER.ERB (1)
TALENTNAME:COUNT	TALENTNAME	catalog		2	2	0	2	original-game/ERB/システム関係/INFO.ERB (1) | original-game/ERB/システム関係/SELL_CHARA.ERB (1)
TCVAR:1	TCVAR	feature-session	TCVAR:1	2	0	2	2	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1) | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB (1)
TCVAR:10	TCVAR	feature-session	TCVAR:10	2	0	2	2	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB (1) | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB (1)
TCVAR:11	TCVAR	feature-session	TCVAR:11	2	0	2	2	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB (1) | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB (1)
TCVAR:20	TCVAR	feature-session	TCVAR:20	2	0	2	1	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2)
TCVAR:22	TCVAR	feature-session	TCVAR:22	2	0	2	2	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB (1) | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB (1)
TCVAR:73	TCVAR	feature-session	TCVAR:73	2	0	2	1	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB (2)
TCVAR:ARG	TCVAR	feature-session		2	2	0	2	original-game/ERB/システム関係/アルバイト関係/ARBEIT.ERB (1) | original-game/ERB/ミッション関係/MISSION.ERB (1)
TFLAG:102	TFLAG	feature-session|interaction|missingMapping	TFLAG:102	2	2	0	1	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (2)
TFLAG:130	TFLAG	feature-session|interaction|missingMapping	TFLAG:130	2	1	1	1	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (2)
TFLAG:131	TFLAG	feature-session|interaction|missingMapping	TFLAG:131	2	1	1	2	original-game/ERB/システム関係/CALC_BEAUTY.ERB (1) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
TFLAG:134	TFLAG	feature-session|interaction|missingMapping	TFLAG:134	2	1	1	2	original-game/ERB/システム関係/CALC_BEAUTY.ERB (1) | original-game/ERB/指導関係/COMF60.ERB (1)
TFLAG:136	TFLAG	feature-session|interaction|missingMapping	TFLAG:136	2	1	1	2	original-game/ERB/システム関係/CALC_BEAUTY.ERB (1) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
TFLAG:137	TFLAG	feature-session|interaction|missingMapping	TFLAG:137	2	1	1	2	original-game/ERB/システム関係/CALC_BEAUTY.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1)
TFLAG:404	TFLAG	feature-session|interaction|missingMapping	TFLAG:404	2	1	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (2)
TFLAG:410	TFLAG	feature-session|interaction|missingMapping	TFLAG:410	2	1	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (2)
TFLAG:800	TFLAG	feature-session|interaction|missingMapping	TFLAG:800	2	1	1	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (2)
TFLAG:883	TFLAG	feature-session|interaction|missingMapping	TFLAG:883	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:884	TFLAG	feature-session|interaction|missingMapping	TFLAG:884	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:885	TFLAG	feature-session|interaction|missingMapping	TFLAG:885	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:886	TFLAG	feature-session|interaction|missingMapping	TFLAG:886	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:887	TFLAG	feature-session|interaction|missingMapping	TFLAG:887	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:888	TFLAG	feature-session|interaction|missingMapping	TFLAG:888	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:889	TFLAG	feature-session|interaction|missingMapping	TFLAG:889	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:890	TFLAG	feature-session|interaction|missingMapping	TFLAG:890	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:891	TFLAG	feature-session|interaction|missingMapping	TFLAG:891	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:892	TFLAG	feature-session|interaction|missingMapping	TFLAG:892	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:893	TFLAG	feature-session|interaction|missingMapping	TFLAG:893	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:894	TFLAG	feature-session|interaction|missingMapping	TFLAG:894	2	1	1	1	original-game/ERB/システム関係/PASSOUT.ERB (2)
TFLAG:A	TFLAG	feature-session|interaction|missingMapping		2	2	0	2	original-game/ERB/システム関係/SHOP_CHARABUY.ERB (1) | original-game/ERB/システム関係/未使用/SHOP_SLAVE1.ERB (1)
TRAINNAME:LOCAL	TRAINNAME	catalog		2	2	0	1	original-game/ERB/指導関係/COMSEQ_REGISTER.ERB (2)
ABL:(LOCAL:1):22	ABL	people	ABL:22	1	1	0	1	original-game/ERB/システム関係/LYCEE.ERB (1)
ABL:7	ABL	people	ABL:7	1	1	0	1	original-game/ERB/指導関係/COMF53.ERB (1)
ABL:79	ABL	people	ABL:79	1	1	0	1	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (1)
ABL:ASSI:LOCAL	ABL	people		1	0	1	1	original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
ABL:B:COUNT	ABL	people		1	1	0	1	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (1)
ABL:C:0	ABL	people	ABL:0	1	1	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:C:1	ABL	people	ABL:1	1	1	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:C:2	ABL	people	ABL:2	1	1	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:C:3	ABL	people	ABL:3	1	1	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:C:COUNT	ABL	people		1	0	1	1	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (1)
ABL:COUNT:33	ABL	people	ABL:33	1	1	0	1	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (1)
ABL:COUNT:38	ABL	people	ABL:38	1	1	0	1	original-game/ERB/実績関係/ACHIEVEMENT_18_HUTANARI.ERB (1)
ABL:COUNT:5	ABL	people	ABL:5	1	1	0	1	original-game/ERB/イベント関係/BLACKGIRL.ERB (1)
ABL:COUNT:74	ABL	people	ABL:74	1	1	0	1	original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
ABL:C_NUM:51	ABL	people	ABL:51	1	1	0	1	original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB (1)
ABL:D:0	ABL	people	ABL:0	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:D:1	ABL	people	ABL:1	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:D:2	ABL	people	ABL:2	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:D:3	ABL	people	ABL:3	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
ABL:LCOUNT	ABL	people		1	1	0	1	original-game/ERB/能力上昇関係/ABL.ERB (1)
ABL:LOCAL	ABL	people		1	0	1	1	original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
ABL:LOCAL:13	ABL	people	ABL:13	1	1	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_6_HARUMI.ERB (1)
ABL:LOCAL:31	ABL	people	ABL:31	1	0	1	1	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (1)
ABL:LOCAL:33	ABL	people	ABL:33	1	1	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_12_HIKARU.ERB (1)
ABL:LOCAL:50	ABL	people	ABL:50	1	1	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_3_ANZU.ERB (1)
ABL:LOCAL:52	ABL	people	ABL:52	1	1	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_2_ASUKA.ERB (1)
ABL:RESULT:16	ABL	people	ABL:16	1	1	0	1	original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB (1)
ABL:RESULT:17	ABL	people	ABL:17	1	1	0	1	original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (1)
ABL:RESULT:73	ABL	people	ABL:73	1	1	0	1	original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
ABL:T:10	ABL	people	ABL:10	1	1	0	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1)
ABL:TARGET:COUNT	ABL	people		1	0	1	1	original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
ABL:X:73	ABL	people	ABL:73	1	1	0	1	original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
ABL:f_actor:22	ABL	people	ABL:22	1	1	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (1)
ABL:s_actor:22	ABL	people	ABL:22	1	1	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (1)
ABLNAME:38	ABLNAME	catalog	ABLNAME:38	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP38.ERB (1)
ABLNAME:40	ABLNAME	catalog	ABLNAME:40	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP40.ERB (1)
ABLNAME:41	ABLNAME	catalog	ABLNAME:41	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP41.ERB (1)
ABLNAME:70	ABLNAME	catalog	ABLNAME:70	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP70.ERB (1)
ABLNAME:71	ABLNAME	catalog	ABLNAME:71	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP71.ERB (1)
ABLNAME:72	ABLNAME	catalog	ABLNAME:72	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP72.ERB (1)
ABLNAME:73	ABLNAME	catalog	ABLNAME:73	1	1	0	1	original-game/ERB/能力上昇関係/ABLUP73.ERB (1)
ABLNAME:A	ABLNAME	catalog		1	1	0	1	original-game/ERB/システム関係/SYSTEM_DEBUG.ERB (1)
ABLNAME:LCOUNT	ABLNAME	catalog		1	1	0	1	original-game/ERB/能力上昇関係/ABL.ERB (1)
B:1	B	script		1	0	1	1	original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (1)
B:불명	B	script		1	1	0	1	original-game/ERB/システム関係/SYSTEM_IWS.ERB (1)
BASE:(GETCHARA(104)):50	BASE	body|people	BASE:50	1	0	1	1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB (1)
BASE:(GETCHARA(216)):40	BASE	body|people	BASE:40	1	0	1	1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB (1)
BASE:(GETCHARA(230)):40	BASE	body|people	BASE:40	1	0	1	1	original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB (1)
BASE:(LOCAL:4):0	BASE	body|people	BASE:0	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):1	BASE	body|people	BASE:1	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):11	BASE	body|people	BASE:11	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):12	BASE	body|people	BASE:12	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):13	BASE	body|people	BASE:13	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):30	BASE	body|people	BASE:30	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:(LOCAL:4):9	BASE	body|people	BASE:9	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
BASE:ASSI:50	BASE	body|people	BASE:50	1	0	1	1	original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
BASE:ASSI:9	BASE	body|people	BASE:9	1	1	0	1	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
BASE:B:COUNT	BASE	body|people		1	1	0	1	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (1)
BASE:C:1	BASE	body|people	BASE:1	1	1	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
BASE:C:COUNT	BASE	body|people		1	0	1	1	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (1)
BASE:D:0	BASE	body|people	BASE:0	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
BASE:D:1	BASE	body|people	BASE:1	1	0	1	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
BASE:LOCAL:1	BASE	body|people	BASE:1	1	0	1	1	original-game/ERB/実績関係/ACHIEVEMENT_19_ONLYONE_KANADE.ERB (1)
BASE:MASTER:61	BASE	body|people	BASE:61	1	1	0	1	original-game/ERB/ＡＶ撮影関係/ITEM_AV.ERB (1)
BASE:RESULT:20	BASE	body|people	BASE:20	1	1	0	1	original-game/ERB/システム関係/SYSTEM_IWS.ERB (1)
BASE:RESULT:9	BASE	body|people	BASE:9	1	1	0	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (1)
BASE:T:1	BASE	body|people	BASE:1	1	0	1	1	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (1)
BASE:T:9	BASE	body|people	BASE:9	1	0	1	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (1)
BASE:TARGET:3	BASE	body|people	BASE:3	1	0	1	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (1)
BASE:TARGET:31	BASE	body|people	BASE:31	1	1	0	1	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1)
CALLNAME:(GETCHARA(F))	CALLNAME	people|text		1	1	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB (1)
CFLAG	CFLAG	people|body|feature-state|world|missingMapping		1	1	0	1	original-game/ERB/システム関係/SYSTEM_DEBUG.ERB (1)
CFLAG:(GETCHARA(104)):611	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:611	1	0	1	1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB (1)
CFLAG:(LOCAL:1):140	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:140	1	1	0	1	original-game/ERB/システム関係/LYCEE.ERB (1)
CFLAG:(LOCAL:1):141	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:141	1	1	0	1	original-game/ERB/システム関係/LYCEE.ERB (1)
CFLAG:(LOCAL:1):820	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:820	1	0	1	1	original-game/ERB/システム関係/LYCEE.ERB (1)
CFLAG:(LOCAL:1):821	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:821	1	0	1	1	original-game/ERB/システム関係/LYCEE.ERB (1)
CFLAG:(LOCAL:1):822	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:822	1	0	1	1	original-game/ERB/システム関係/LYCEE.ERB (1)
CFLAG:(LOCAL:4):15	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:15	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(LOCAL:4):42	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:42	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(LOCAL:4):602	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:602	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(LOCAL:4):620	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:620	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(LOCAL:4):621	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:621	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(LOCAL:4):622	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:622	1	0	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
CFLAG:(후보리스트:0):130	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:130	1	1	0	1	original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (1)
CFLAG:102	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:102	1	0	1	1	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1)
CFLAG:111	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:111	1	0	1	1	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1)
CFLAG:180	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:180	1	1	0	1	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (1)
CFLAG:25	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:25	1	1	0	1	original-game/ERB/システム関係/SHOP_MAIN.ERB (1)
CFLAG:28	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:28	1	1	0	1	original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB (1)
CFLAG:633	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:633	1	1	0	1	original-game/ERB/システム関係/SHOP_MAIN.ERB (1)
CFLAG:71	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:71	1	1	0	1	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1)
CFLAG:761	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:761	1	1	0	1	original-game/ERB/訪問関係/AYANO_ORDER.ERB (1)
CFLAG:801	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:801	1	0	1	1	original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (1)
CFLAG:827	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:827	1	1	0	1	original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB (1)
CFLAG:837	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:837	1	1	0	1	original-game/ERB/システム関係/初体験/LOSTANALVIRGIN_DETAIL.ERB (1)
CFLAG:99	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:99	1	1	0	1	original-game/ERB/システム関係/PASSOUT.ERB (1)
CFLAG:ARG:12	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:12	1	0	1	1	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1)
CFLAG:ARG:60	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:60	1	1	0	1	original-game/ERB/システム関係/DELCHARA.erb (1)
CFLAG:ARG:671	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:671	1	1	0	1	original-game/ERB/システム関係/DELCHARA.erb (1)
CFLAG:ASSI:12	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:12	1	0	1	1	original-game/ERB/システム関係/SHOP_MAIN.ERB (1)
CFLAG:ASSI:2	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:2	1	1	0	1	original-game/ERB/指導関係/COMF62.ERB (1)
